Aachen	Aachenu
klasický	klasického
klasický	klasickému
klasický	klasickou
klasický	klasických
klasický	klasickým
klasifikace	klasifikaci
klasik	klasika
klasik	klasiků
klasika	klasik
klást	klade
klást	kladen
klást	kladeš
klást	kladl
klást	kladla
klást	kladly
klást	kladu
klášter	kláštera
klášter	klášteře
klášter	klášterem
klášter	klášterů
klášterní	klášterních
klát	klanu
klatba	klatbu
klátit	klátily
Klaus	Klause
Klaus	Klausem
Klaus	Klausovi
Klausův	Klausovi
Klausův	Klausovu
klauzule	klauzuli
klavír	klavíru
klavírní	klavírních
klavírní	klavírním
klavírní	klavírnímu
klec	klece
klec	kleci
klečet	klečeli
kleknout	klekl
kleknout	klekla
Klement	Klementa
klenba	klenbu
klenba	klenby
klenot	klenoty
klenutý	klenutého
klep	klepe
klepat	klepal
klepat	klepe
klepnout	klepla
klerofašistický	klerofašistického
klesat	klesá
klesat	klesají
klesat	klesala
klesat	klesaly
klesnout	klesla
klesnout	klesne
kletba	kletbou
kletba	kletbu
kletba	kletby
klíč	klíče
klíč	klíčem
klíčit	klíče
kličkovat	kličkuje
klíčový	klíčová
klíčový	klíčové
klíčový	klíčového
klíčový	klíčovou
klíčový	klíčových
klíčový	klíčovým
klid	klidu
klidně	klidněji
klidně	neklidně
klidnit	klidně
klidnit	neklidně
klidno	klidněji
klidný	klidná
klidný	klidného
klidný	klidném
klidný	klidnou
klidný	klidným
klidný	neklidná
klidný	neklidnou
klidný	neklidný
klidný	neklidných
klientela	klientelou
klik	kliku
klika	kliku
klima	klimatu
klimatický	klimatická
klimatický	klimatickými
klimatizační	klimatizačních
klimatizovaný	klimatizovaných
klín	klíně
klinika	kliniky
klínit	klíně
Klínovec	Klínovci
Klistenův	Klistenovo
Klistenův	Klistenovým
klít	klel
klobása	klobásy
klobouk	kloboucích
klobouk	kloboukem
Klofová	Klofové
klotový	klotovými
kloub	kloubech
kloub	klouby
klouček	kloučka
klouzat	klouzají
klouzat	klouzal
klouzat	klouzalo
klub	klubech
klub	klubu
klub	klubů
klub	kluby
klubat	klubu
kluk	kluci
kluk	kluka
kluk	klukovi
kluk	kluku
kluk	kluky
klukův	klukovi
Kluky	Kluk
klusák	klusáci
klystýr	klystýru
Klytaimnéstra	Klytaimnestru
Klytaimnéstra	Klytaimnestry
kmen	kmene
kmen	kmeny
kmenový	kmenovou
kmínek	kmínků
kmitnout	kmitl
kmotr	kmotra
kněz	kněze
kněz	knězem
kněz	knězi
kněz	kněží
kněz	kněžích
kněz	kněžím
kněz	kněžími
kněžka	kněžce
kněžka	kněžek
kněžka	kněžkou
kněžka	kněžky
kněžna	kněžně
kněžna	kněžnou
kněžna	kněžnu
kněžna	kněžny
kněžnin	kněžnina
kněžnin	kněžninu
kněžnin	kněžniny
kněžský	kněžském
knif	knife
kniha	knih
kniha	knihách
kniha	knihou
kniha	knihu
kniha	knihy
kniha	knize
knihkupec	knihkupci
knihkupec	knihkupců
knihkupecký	knihkupeckých
knihkupectví	knihkupectvích
knihovna	knihoven
knihovna	knihovnách
knihovna	knihovně
knihovna	knihovnou
knihovna	knihovnu
knihovna	knihovny
kninský	kninského
knír	knírem
knír	knírů
kníže	knížata
kníže	knížete
kníže	knížetem
knížecí	knížecího
knížka	knížce
knížka	knížek
knížka	knížkami
knížka	knížku
knížka	knížky
knižní	knižních
knižní	knižním
knoflík	knoflíkem
knoflík	knoflíky
kňučet	kňučel
kňučet	kňučeli
koalice	koalic
koalice	koalici
koalice	koalicím
koaliční	koaličních
koberec	koberci
kobereček	koberečku
kobka	kobce
kobka	kobky
kobyla	kobyly
Kobylisy	Kobylisích
kočár	kočárech
kočár	kočáru
Köchlův	Köchlova
kočička	kočičkou
kočka	koček
kočka	kočkách
kocour	kocoura
kočovný	kočovní
kodex	kodexem
Kohl	Kohla
Kohlův	Kohlovy
kohoutek	kohoutka
kóje	kóji
kóje	kójí
kojenecký	kojenecká
kojenecký	kojenecké
kojit	kojil
kokain	kokainu
koketovat	koketuje
koktavý	koktavé
kokurenceschopnost	kokurenceschopnosti
kolaborovat	kolaboroval
koleda	koledou
koleda	koledy
kolega	kolegou
kolega	kolegů
kolega	kolegy
kolej	koleje
kolej	kolejí
kolej	kolejích
kolejnice	kolejnicemi
kolekce	kolekci
kolektiv	kolektivem
kolektivismus	kolektivismu
kolektivizmus	kolektivismu
kolektivizmus	kolektivismus
kolektivní	kolektivních
kolektivní	kolektivním
kolektivum	kolektiv
kolektivum	kolektivem
kolem	kol
kolemjdoucí	kolemjdoucího
koleno	kolen
koleno	kolena
koleno	kolenou
koleno	kolenům
koleno	koleny
kolíbat	kolíbal
kolíček	kolíčky
kolika	kolik
kolikátý	pokolikáté
Kolín	Kolína
kolínský	kolínská
kolínský	kolínské
kolínský	kolínskou
kolísat	kolísá
kolísat	kolísají
kolize	kolizí
kollárovský	kollárovské
kollárovský	kollárovskou
kolna	kolen
kolo	kol
kolo	kola
kolo	kole
kolo	kolech
kolo	kolem
koloběžka	koloběžek
koloběžka	koloběžky
kolona	koloně
koloniální	koloniálních
koloniální	koloniálním
koloratura	koloraturami
koloratura	koloraturou
koloratura	koloratury
koloristní	koloristních
kolorit	koloritem
kolorit	koloritu
kolovat	kolovaly
kolovat	kolují
kolovrátek	kolovrátku
kolovrátek	kolovrátků
kolovrátek	kolovrátky
kolovrátkový	kolovrátková
kolumbijský	kolumbijská
Kolumbus	Kolumba
Kolumbův	Kolumbova
Kolumbův	Kolumbově
Kolumbův	Kolumbovi
Kolumbův	Kolumbovo
Kolumbův	Kolumbovy
komandér	komandéry
Komárek	Komárka
komárenský	komárenské
komárenský	komárenského
Komárno	Komárna
Komárno	Komárně
kombinace	kombinaci
kombinace	kombinací
kombinace	kombinacích
kombinéza	kombinézách
kombinéza	kombinéze
kombinéza	kombinézou
kombinéza	kombinézu
kombinéza	kombinézy
kombinovat	kombinuje
komediální	komediálních
komediální	komediálního
komediant	komedianti
komedie	komedii
komedie	komedií
Komenský	Komenského
Komenský	Komenském
Komenský	Komenskému
komentář	komentáře
komentář	komentářem
komentář	komentáři
komentář	komentářích
komentář	komentářů
komentátor	komentátoři
komentátorský	komentátorská
komentovat	komentoval
komentovat	komentovalo
komentovat	komentuje
komentovat	komentují
komerce	komercí
komerční	komerčních
komerční	nekomerčního
kometa	kometu
komický	komická
komický	komické
komický	komického
komický	komickém
komický	komickému
komický	komickou
komický	komických
komický	komickými
komíhat	komíhají
komíhat	komíhaly
komik	komiků
komik	komiky
komika	komice
komika	komikou
komika	komiky
komín	komínů
komín	komíny
kominík	kominíci
komisař	komisaře
komise	komisemi
komise	komisi
komise	komisí
komnata	komnatou
komolený	komolení
komora	komoře
komora	komorou
komora	komory
komorná	komorné
komorná	komornou
komorní	komorních
komorní	komorního
komorník	komorníkem
komorný	komorné
komorný	komorní
kompakt	kompaktech
kompas	kompasu
kompetence	kompetencí
kompetence	kompetencích
kompetenční	kompetenčního
kompetenční	kompetenčním
kompetentní	kompetentním
kompetentní	nekompetentní
kompilace	kompilaci
komplet	kompletu
komplex	komplexu
komplexnost	komplexnosti
komplikace	komplikací
komplikovaný	komplikovaná
komplikovaný	komplikovaného
komplikovaný	komplikovanější
komplikovat	komplikována
komplikovat	komplikuje
komponovaný	komponovaná
komponovaný	komponované
komponovat	komponoval
komponovat	komponován
komponovat	komponovány
kompozice	kompozic
kompozice	kompozici
kompozice	kompozicí
kompozice	kompozicích
kompozice	kompozicím
kompoziční	kompozičního
kompoziční	kompozičním
kompromis	kompromisů
kompromisně	nekompromisně
kompromisní	nekompromisní
komtesa	komtesou
komtur	komtura
komturův	komturova
komturův	komturovou
komturův	komturovu
komturův	komturovým
komuna	komuny
komunální	komunálních
komunální	komunálními
komunikativní	komunikativních
komunismus	komunismu
komunista	komunisté
komunista	komunistů
komunista	komunisty
komunistický	komunistická
komunistický	komunistické
komunistický	komunistického
komunistický	komunistickém
komunistický	komunistických
komunistický	komunistickým
komunistický	komunistickými
komunistický	komunističtí
komunistický	nekomunistickou
komunizmus	komunismu
komůrka	komůrce
konaný	konané
konat	koná
konat	konal
konat	konala
konat	konalo
konat	konaly
konat	konána
konat	nekoná
konat	nekonaly
koncepce	koncepcemi
koncepce	koncepci
koncepce	koncepcí
koncern	koncernu
koncern	koncernů
koncert	koncertě
koncert	koncertem
koncert	koncertu
koncert	koncertů
koncert	koncerty
koncertní	koncertním
koncertovat	koncertují
končina	končin
končina	končinách
koncipovaný	koncipovaným
koncipovat	koncipovali
koncipovat	koncipován
končit	konče
končit	končí
končit	končíc
končit	končil
končit	končila
končit	končili
končit	končilo
končit	končily
končit	nekončí
koncovka	koncovek
koncovka	koncovkami
koncovka	koncovku
kondenzovaný	kondenzované
kondom	kondomem
kondom	kondomu
konec	konce
konec	koncem
konec	konci
konec	koncích
konec	konců
koneček	konečky
konečně	nekonečně
konečný	konečná
konečný	konečné
konečný	konečného
konečný	konečném
konečný	konečnou
konečný	konečných
konečný	konečným
konečný	nekonečná
konečný	nekonečné
konečný	nekonečném
konečný	nekonečnému
konečný	nekonečnou
konečný	nekonečný
konečný	nekonečných
konejšit	konejšila
konfederace	konfederaci
konfederace	konfederací
konference	konferenci
konflikt	konfliktech
konflikt	konfliktem
konflikt	konfliktu
konflikt	konfliktů
konflikt	konfliktům
konflikt	konflikty
konformismus	konformismu
konfrontace	konfrontaci
konfrontovat	konfrontoval
konfrontovat	konfrontujeme
Kongo	Konga
Kongo	Kongu
kongresman	kongresmani
kongresový	kongresová
koníček	koníčku
koníček	koníčkům
konjunktura	konjunktury
konkrétní	konkrétních
konkrétní	konkrétního
konkrétní	konkrétním
konkrétní	konkrétnímu
konkrétno	konkrétně
konkurence	konkurenci
konkurence	konkurencí
konkurenceschopný	konkurenceschopných
konkurenční	konkurenčních
konkurent	konkurenta
konkurent	konkurentů
konkurovat	konkurovali
konkurs	konkursu
konkurs	konkursů
konkursní	konkursních
Konrád	Konráda
Konrád	Konrádem
Konrádov	Konrádova
Konrádův	Konrádova
konsensus	konsensu
koňský	koňského
konsorcium	konsorcia
konstatovat	konstatoval
konstatovat	konstatovalo
konstatovat	konstatuje
konstrukce	konstrukci
konstruovaný	konstruovaná
kontakt	kontaktech
kontakt	kontaktu
kontakt	kontaktů
kontakt	kontakty
kontejner	kontejnerů
kontejnerový	kontejnerového
kontext	kontextem
kontext	kontextu
kontinent	kontinentem
kontinent	kontinentu
kontinent	kontinentů
kontinuita	kontinuitu
konto	konta
kontra	kontras
kontraalt	kontraaltem
kontrakt	kontrakty
kontrarevoluce	kontrarevolucí
kontrarevolucionář	kontrarevolucionáři
kontrašpionáž	kontrašpionáži
kontrast	kontrastu
kontrast	kontrastů
kontrast	kontrasty
kontrastovat	kontrastuje
kontrastovat	kontrastují
kontrola	kontrol
kontrola	kontrole
kontrola	kontrolou
kontrola	kontrolu
kontrola	kontroly
kontrolní	kontrolnímu
kontrolovaný	nekontrolované
kontrolovaný	nekontrolovaný
kontrolovat	kontrolovaly
kontrolovat	kontrolovány
kontrolovatelný	kontrolovatelné
kontroverzní	kontroverzním
kontura	kontury
konvence	konvenci
konvence	konvencí
konvence	konvencích
konvenční	konvenčních
konvenční	konvenčního
konvenční	nekonvenční
konvenčnost	konvenčností
konvertibilní	konvertibilních
konvertibilní	konvertibilními
konverzační	konverzačním
konverze	konverzi
konvice	konvici
konvice	konvicí
konviktský	konviktská
konvoj	konvoje
konvoj	konvoji
konzervace	konzervaci
konzervativec	konzervativcem
konzervativec	konzervativci
konzervatoř	konzervatoře
konzervatoř	konzervatoři
konzervatoř	konzervatoří
konzul	konzula
konzul	konzulem
konzul	konzulů
konzulát	konzulátě
konzulát	konzulátem
konzulát	konzulátu
konzultace	konzultaci
konzultace	konzultacím
konzumovatelný	konzumovatelného
kooperace	kooperaci
kooptovaný	kooptovaném
koordinace	koordinaci
koordinace	koordinací
koordinátor	koordinátora
koordinovaný	koordinovanou
koordinovat	koordinovala
koordinovat	koordinovaly
koordinovat	koordinuje
koordinovat	nekoordinuje
kop	kope
kopa	kopou
kopanec	kopance
kopat	kopal
kopat	kopala
kopat	kopali
kopat	kopaly
kopat	kope
kopat	kopou
kopeček	kopečku
Kopecký	Kopeckého
kopí	kopím
Kopold	Kopoldovi
Kopoldův	Kopoldovi
Kopřiva	Kopřivu
kopýtko	kopýtka
kopyto	kopyta
kopyto	kopyty
korál	korálu
korán	koránu
korat	koránu
kord	kordy
Korea	Koreje
Korea	Koreu
korejský	korejské
korejský	korejského
korejský	korejských
korektiva	korektiv
korektura	korektur
korektura	korekturách
korektura	korektury
kořen	kořene
kořen	kořenem
kořen	kořeni
kořen	kořenu
kořen	kořenů
kořen	kořeny
korepetitorský	korepetitorské
korespondence	korespondenci
korespondovat	korespondovaly
korespondovat	korespondují
korespondovat	nekoresponduje
korigovaný	korigované
kořist	kořisti
kořist	kořistí
kořistit	kořisti
kořistit	kořistí
kořit	kořeni
kormidelník	kormidelníka
Korsakov	Korsakovem
koruna	korun
koruna	korunách
koruna	koruně
koruna	korunou
koruna	korunu
koruna	koruny
korunka	korunku
korunka	korunky
korunovace	korunovaci
korunovace	korunovací
korunovaný	nekorunovaný
korunovat	korunovali
korunovat	korunuje
korupce	korupci
korzár	korsárů
kos	kosech
koš	koše
koš	košem
košatý	košatým
Košice	Košic
Košice	Košicích
košický	košická
košík	košíku
košile	košili
košile	košilí
košile	košilích
kosmetický	kosmetických
kosmický	kosmických
kosmopolita	kosmopolitu
kosmos	kosmu
kosmpolitický	kosmpolitická
kosmpolitický	kosmpolitické
kosmpolitický	kosmpolitického
kosmpolitický	kosmpolitickém
kosmpolitický	kosmpolitickému
kosmpolitický	kosmpolitickou
kosmpolitický	kosmpolitických
kosmpolitický	kosmpolitickým
kosmpolitický	kosmpolitickými
kosočtverec	kosočtverce
Kosovo	Kosova
kosovský	kosovští
kost	kostech
kost	kosti
kost	kostí
kost	kostmi
košťál	košťály
košťatář	košťatáře
koště	košťata
kostel	kostela
kostel	kostele
kostel	kostelem
kostel	kostelů
kostel	kostely
kostka	kostkách
kostka	kostkami
kostka	kostkou
kostka	kostky
kostlivec	kostlivce
kostlivec	kostlivci
kostlivec	kostlivců
kostnatý	kostnaté
kostnice	kostnici
kostnický	kostnického
kostnický	kostnickém
kostra	kostrou
kostrbatý	kostrbatým
kostrbatý	kostrbatými
kostrč	kostrče
kostým	kostýmu
kostým	kostýmy
kosův	kosova
Kotál	Kotála
Kotas	Kotase
kotelna	kotelnách
kotelna	kotelny
kotníčkový	kotníčkové
kotník	kotníkem
kotník	kotníku
kotouč	kotouče
kotva	kotvy
kotvit	kotví
kotvit	kotvila
koukat	koukají
kouknout	koukněte
koumák	koumáci
koupat	koupají
koupě	koupi
koupě	koupí
koupě	koupím
koupel	koupelí
koupelna	koupelnou
koupelna	koupelny
koupený	koupeným
koupit	koupí
koupit	koupil
koupit	koupili
koupit	koupilo
koupit	koupím
koupit	nekoupil
kouř	kouře
kouřený	kouření
kouřit	kouře
kouřit	kouří
kouřit	kouřil
kouřit	kuř
kousat	koušou
kousek	kouska
kousek	kouskem
kousek	kousku
kousek	kousků
kousek	kousky
kout	kouta
kout	koutě
kout	koutech
kout	koutů
kout	kul
koutek	koutkem
koutek	koutku
koutek	koutků
koutek	koutky
kouzelnický	kouzelnického
kouzelnický	kouzelnickém
kouzelník	kouzelníka
kouzelníkův	kouzelníkova
kouzelný	kouzelná
kouzelný	kouzelné
kouzelný	kouzelného
kouzelný	kouzelném
kouzelný	kouzelnému
kouzelný	kouzelnou
kouzelný	kouzelných
kouzelný	kouzelným
kouzelný	kouzelnými
kouzlo	kouzel
kouzlo	kouzla
kouzlo	kouzlem
kouzlo	kouzlu
kouzlo	kouzly
kov	kovu
kov	kovů
kovadlina	kovadlinu
Kovanda	Kovandou
kovářský	kovářským
kovat	ková
kovat	kovu
kovový	kovová
kovový	kovové
kovový	kovovou
kovový	kovových
kovový	kovovým
koza	koz
koza	koze
kozelec	kozelce
kožešina	kožešin
kožešina	kožešinám
kožešina	kožešinou
kožešina	kožešiny
kožešinový	kožešinových
kra	krám
krabice	krabici
krabice	krabicí
krabička	krabičkách
krabička	krabičku
krácení	krácením
krácený	krácení
kráčet	kráčel
kráčet	kráčela
kráčet	kráčeli
kráčet	kráčely
kráčet	kráčí
krach	krachu
krádež	krádeže
krádež	krádeži
krádež	krádežím
kraj	kraje
kraj	krajem
kraj	kraji
kraj	krajích
kraj	krajů
krajan	krajané
krajan	krajanů
krajan	krajany
krajanský	krajanská
krajanský	krajanských
krajina	krajině
krajina	krajinou
krajina	krajiny
krajinář	krajináři
krajinný	krajinné
krajinný	krajinnou
krajinotvorba	krajinotvorby
krajní	krajním
krajnost	krajnostmi
krajský	krajské
Krakov	Krakova
Krakov	Krakově
král	krále
král	králem
král	králi
král	králové
Kralice	Kralicích
králík	králíci
králík	králíka
králík	králíků
králík	králíky
Králová	Králové
Královec	Královci
královéhradecký	královéhradeckém
královna	královně
královna	královnou
královna	královnu
královna	královny
královnin	královnina
královnin	královninu
královopolský	královopolské
královský	královská
královský	královské
královský	královského
královský	královském
královský	královských
Kralupy	Kralup
králův	králova
králův	královo
králův	královou
králův	královu
králův	královy
krám	krámě
krám	krámem
krám	krámu
krám	krámy
krámek	krámku
krása	kráse
krása	krásou
krása	krásu
krása	krásy
krasavice	krasavici
kráska	krásce
kráska	kráskám
kráska	krásku
krásný	krásná
krásný	krásné
krásný	krásného
krásný	krásnější
krásný	krásném
krásný	krásnému
krásný	krásnou
krásný	krásných
krásný	krásným
krásný	krásnými
krásný	nejkrásnější
krásný	nejkrásnějšími
Krasovský	Krasovského
krást	krade
krást	kradli
krást	kradou
krátit	krátil
krátit	krátily
krátit	nekrátí
krátkodobý	krátkodobého
krátkost	krátkostí
krátký	krátká
krátký	krátké
krátký	krátkého
krátký	krátkém
krátký	krátkou
krátký	krátkých
krátký	krátkým
krátký	krátkýma
krátký	krátkými
krátký	kratší
krátký	kratších
krátký	nejkratší
krátký	nejkratším
Kraus	Krause
kráva	krávě
krb	krbem
krb	krbu
Krč	Krči
krčma	krčmě
krčma	krčmou
krčma	krčmu
krčma	krčmy
krční	krčního
kreace	kreacemi
kreace	kreací
křeč	křeči
křečovitý	křečovité
křečový	křečové
křečový	křečových
křehkost	křehkosti
křehkost	křehkostí
křehký	křehká
křehký	křehké
krejcar	krejcarů
krejčí	krejčích
krejčovský	krejčovské
krejčovský	krejčovského
krematorium	krematoria
krematorium	krematorií
kremelský	kremelského
Kreml	Kremlem
Kreml	Kremlu
Kremla	Kremlu
krémový	krémové
Křenek	Křenka
Kresánek	Kresánka
kresba	kresbou
kresba	kresbu
kresba	kresby
kresba	kreseb
kreslený	kreslení
kreslený	kreslených
kreslit	kreslí
kreslit	kreslil
křeslo	křesel
křeslo	křesla
křeslo	křesle
křesnout	křesla
křesťan	křesťana
křesťan	křesťané
křesťan	křesťanů
křesťanskodemokratický	křesťanskodemokratické
křesťanský	křesťanská
křesťanský	křesťanské
křesťanský	křesťanského
křesťanský	křesťanských
Kréta	Kréty
Kréťan	Kréťané
krétský	krétského
krétský	krétském
Kreutzer	Kreutzera
krev	krve
krev	krvi
krev	krví
krevní	krevním
křičet	křičel
křičet	křičela
křičet	křičeli
